,love,reminiscing,breakups,party,homesick,independence,label_index,label
51,0.00657955327629395,0.4159064495796414,0.01427328466743857,0.21926731093408283,0.010652230603694145,0.031475598073607024,1,reminiscing
52,0.0027686839607175056,0.6782057589614436,0.08226614986345876,0.0,0.0,0.0,1,reminiscing
53,0.0,0.0,0.019539409790374492,0.4702898849649447,0.0,0.0,3,party
54,0.0,0.18761223621385528,0.0,0.0701195080831239,0.0,0.014542454869320962,1,reminiscing
55,0.04489125273642869,0.0,0.10276718871341667,0.025150120187126094,0.10984688612326708,0.19369495158897823,4,homesick
56,0.2701010759911023,0.0,0.0,0.050350417624077395,0.04492051717158923,0.004366918162620054,0,love
57,0.0,0.08640986675449637,0.15945532801036952,0.15308553857603877,0.0,0.0,2,breakups
58,0.010709016737080732,0.14719092067646877,0.0,0.3111804842986265,0.0,0.0028475451755559118,1,reminiscing
59,0.10257391231704176,0.2563274324281317,0.056500850314492236,0.0,0.0384511532916503,0.04129407371190507,1,reminiscing
60,0.3559563708745066,0.0,0.0,0.0,0.0,0.0,0,love
61,0.0,0.07148147714880135,0.14897172419493893,0.14094031902203302,0.011314631638557485,0.0027886796412754005,2,breakups
62,0.0,0.039413462226432515,0.0,0.2522706635399287,0.18580968273418497,0.08222500100127782,4,homesick
63,0.030231758981376235,0.0,0.02591347646533343,0.2886144871127942,0.0,0.14809565530787838,5,independence
64,0.12239869931227071,0.0,0.0,0.303878986290778,0.05331087294773085,0.0,3,party
65,0.0950409636027593,0.0,0.016940346737356286,0.029763330157722676,0.0691060589832387,0.22551826360132643,5,independence
66,0.0,0.05637642602715349,0.03147746391837731,0.2816384256920596,0.013051226056026398,0.0,3,party
67,0.2582244700679776,0.15524388200398925,0.01811459132482639,0.0,0.0,0.0,0,love
68,0.27826764215319805,0.003827926060021185,0.0,0.015017939739839389,0.0015650149343930456,0.0,0,love
69,0.0,0.0,0.0,0.19462477095416594,0.3866473351632801,0.0,4,homesick
70,0.0,0.16218442941141928,0.0,0.06244371049293862,0.0,0.4937382481841998,1,reminiscing
71,0.15347702302062863,0.0,0.0311538628019812,0.12227927680572365,0.0,0.17277150722680557,5,independence
72,0.157097188456849,0.054797380985094596,0.0020415439408917953,0.056631846383031086,0.13436102501215674,0.21014141677570403,0,love
73,0.02418868881196214,0.044039519187705704,0.058643227012205305,0.2401432442773625,0.03990585831351056,0.2248735153009242,5,independence
74,0.09834068809088492,0.06102134223991152,0.0,0.02307840135208812,0.15541932637579187,0.20443003882345637,5,independence
75,0.0,0.03059358928687197,0.017964841888820908,0.22801635169391896,0.07901807952491112,0.0,3,party
76,0.0,0.0,0.004439839439921187,0.12285116515017071,0.002549776425611297,0.30616408929145345,5,independence
77,0.11421967245638853,0.006343187762017715,0.08881799131238811,0.17927888108059198,0.07280468508525928,0.012740789942982467,2,breakups
78,0.0,0.568543883225635,0.0,0.04546022634298472,0.005162175746769128,0.0,1,reminiscing
79,0.1531700233111801,0.03721203373731067,0.044226514402841186,0.05715334828294568,0.08759842643591055,0.12457325885872574,4,homesick
80,0.28688135432792783,0.026088120585491557,0.05991174075101865,0.0,0.048481986627031404,0.007897747498410263,2,breakups
81,0.0,0.0,0.049696402414803206,0.04115956058611804,0.37518010499625254,0.0,4,homesick
82,0.29697262648787026,0.0,0.0,0.05931459772420534,0.03359145129395871,0.0,0,love
83,0.012321497847379693,0.0,0.0,0.37625929711536615,0.0,0.0,3,party
84,0.0,0.0,0.0,0.0,0.5890147684166046,0.0,4,homesick
85,0.02512780069441454,0.0,0.0,0.0,0.3870712133654533,0.1691873639604431,5,independence
86,0.0,0.6276738725068066,0.0,0.0,0.0,0.0,1,reminiscing
87,0.07807390275953505,0.061719041249546344,0.06009062610411664,0.015185083689408047,0.0,0.0,2,breakups
88,0.005884298415831448,0.061701471081486506,0.026034565206389804,0.20187138197449875,0.0,0.1330571134699388,3,party
89,0.022575470929972506,0.031075218956459993,0.04922323800875348,0.2387131410259825,0.06546171706920537,0.038045374156908916,3,party
90,0.07145854227702195,0.16482100235557204,0.0,0.029890840002612475,0.06345549311542217,0.2404758663225819,1,reminiscing
91,0.33927988657826347,0.0,0.0,0.0,0.009309071342074041,0.1077725317606213,0,love
92,0.013327289859774962,0.11727844137784581,0.0,0.33505049640957585,0.15576742385227366,0.04456261516874,3,party
93,0.0,0.0,0.05759915664422558,0.43970874847757596,0.0,0.008507074186278434,3,party
